"","InstitutionCode","CollectionCode","CatalogNumber","IndividualCount","ScientificName","Family","PreparationType","Tissues","Latitude","Longitude","CoordinateUncertaintyInMeters","HorizontalDatum","Country","StateProvince","County","Island","IslandGroup","Locality","VerbatimElevation","VerbatimDepth","YearCollected","MonthCollected","DayCollected","Collector","GeorefMethod","LatLongComments","BasisOfRecord","Remarks","DateLastModified","number_requested"
"527","MSB","Fish specimens","MSB:Fish:19028",20,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"",1993,7,27,"Collector(s): Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","2019-05-27 03:01:25.0",10
"388","MSB","Fish specimens","MSB:Fish:14497",66,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.090118,-106.687434,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Atrisco feeder canal, 0.3 miles upstream of Central Avenue bridge, Albuquerque.",NA,"",1993,7,15,"Collector(s): Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","2019-05-27 04:12:32.0",15
"594","MSB","Fish specimens","MSB:Fish:13331",18,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.106272,-106.692785,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at the US Interstate 40 bridge in Albuquerque.",NA,"",1993,3,10,"Collector(s): Brian K. Lang, Eric J. Scherff, David H. Diffendorfer","GeoLocate",NA,"PreservedSpecimen","Miscellaneous 1993 MSB Fish Collections; verbatim collectors: Brian K. Lang, Eric J. Scherff, David H. Diffendorfer; WATER WAS CLEAR WITH MODERATE FLOWS","2019-05-27 04:42:35.0",9
"465","MSB","Fish specimens","MSB:Fish:14420",121,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.160444,-106.674606,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande Corrales Main Return Canal, ca. 2.0 miles downstream of the Paseo del Norte bridge, Albuquerque.",NA,"",1993,7,12,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Rio Grande Irrigation Canal Study; verbatim collectors: Brian K. Lang, Christopher S. Altenbach","2019-05-27 04:16:27.0",15
"400","MSB","Fish specimens","MSB:Fish:13397",28,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.280904,-106.597587,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at the Corrales Waterway Canal, Corrales.",NA,"",1993,4,13,"Collector(s): Brian K. Lang, David H. Diffendorfer","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, David H. Diffendorfer; WATER HAS HIGH FLOWS AND WAS MODERATELY TURBID","2019-05-27 03:53:11.0",14
"415","MSB","Fish specimens","MSB:Fish:19425",26,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.280904,-106.597587,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at the Corrales Siphon, at the Corrales-Rio Rancho municipal limit, Corrales.",NA,"",1993,7,27,"Collector(s): Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","2019-05-27 03:16:54.0",13
"492","MSB","Fish specimens","MSB:Fish:18690",28,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.280904,-106.597587,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at the Corrales Siphon (Corrales Waterway Canal) at the Rio Rancho-Corrales municipal limits.",NA,"",1993,7,12,"Collector(s): Brian K. Lang, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, Christopher S. Altenbach; 13 SEINE HAULS; 5 LARVAL HAULS","2019-05-27 02:52:15.0",14
"530","MSB","Fish specimens","MSB:Fish:18794",35,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.280904,-106.597587,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at the Corrales siphon, at the Corrales-Rio Rancho municipal limits, Corrales.",NA,"",1993,8,12,"Collector(s): Christopher S. Altenbach, Steven P. Platania","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Christopher S. Altenbach, Steven P. Platania; 19 SEINE HAULS, 9 LARVAL HAULS","2019-05-27 02:58:19.0",15
"544","MSB","Fish specimens","MSB:Fish:18783",53,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.280904,-106.597587,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at the Corrales Siphon (Rio Rancho-Corrales municipal limits).",NA,".5 meters-2 meters",1993,9,16,"Collector(s): Brian K. Lang, Steven P. Platania","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, Steven P. Platania; 17 SEINE HAULS","2019-05-27 02:55:05.0",15
"389","MSB","Fish specimens","MSB:Fish:13407",15,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.282643,-106.597749,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 200 meters upstream of the Corrales waterway canal, Rio Rancho-Corrales municipal limits.",NA,"",1993,5,12,"Collector(s): Brian K. Lang, David H. Diffendorfer","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, David H. Diffendorfer; WATER HAD HIGH FLOW CONDITIONS AND WAS RELATIVELY CLEAR","2019-05-27 03:41:59.0",8
"424","MSB","Fish specimens","MSB:Fish:18753",37,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at the Corrales Siphon, Corrales-Rio Rancho.",NA,".25 meters-2 meters",1993,8,31,"Collector(s): Brian K. Lang, Steven P. Platania","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Brian K. Lang, Steven P. Platania; 11 SEINE HAULS","2019-05-27 03:01:22.0",15
"478","MSB","Fish specimens","MSB:Fish:19468",27,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at the Rio Rancho Wastewater Treatment Plant, Rio Rancho-Corrales municipal limits.",NA,".25 meters-2 meters",1993,10,11,"Collector(s): Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Gregory M. Lein, Peter T. Mulvaney","2019-05-27 03:16:47.0",14
"542","MSB","Fish specimens","MSB:Fish:19016",16,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"",1993,7,27,"Collector(s): Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, Christopher S. Altenbach, B. J. Hudenko","2019-05-27 03:29:28.0",8
"543","MSB","Fish specimens","MSB:Fish:13428",17,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"",1993,5,13,"Collector(s): Brian K. Lang, David H. Diffendorfer","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Brian K. Lang, David H. Diffendorfer; WATER HAD HIGH FLOWS AND WAS RELATIVELY CLEAR","2019-05-27 04:42:33.0",8
"468","MSB","Fish specimens","MSB:Fish:30083",32,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.380113,-106.499426,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",NA,"",1993,8,3,"Collector(s): Brian K. Lang, Steven P. Platania, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Miscellaneous 1993 MSB Fish Collections; verbatim collectors: Brian K. Lang, Steven P. Platania, Christopher S. Altenbach","2019-05-27 05:24:52.0",15
"560","MSB","Fish specimens","MSB:Fish:13592",11,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.585588,-106.299192,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Santa Fe River, at Cochiti Springs.",NA,"",1993,7,23,"Collector(s): Steven P. Platania, Christopher S. Altenbach","GeoLocate",NA,"PreservedSpecimen","Cochiti Dam Area 1993 Survey; verbatim collectors: Steven P. Platania, Christopher S. Altenbach","2019-05-27 03:56:42.0",6
"482","MSB","Fish specimens","MSB:Fish:19595",16,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.85683333,-106.7208056,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at a beaver pond adjacent to the river, 4.8 miles downstream of Isleta Diversion dam.",NA,"",1994,10,10,"Collector(s): Steven P. Platania, Christopher S. Altenbach, James P. Larson","not recorded",NA,"PreservedSpecimen","Miscellaneous 1994 MSB Fish Collections; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, James P. Larson","2019-05-27 03:10:42.0",8
"570","MSB","Fish specimens","MSB:Fish:19538",26,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.85683333,-106.7208056,NA,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, ca. 4.8 miles downstream of Isleta Diversion Dam, Isleta Pueblo.",NA,"",1994,9,16,"Collector(s): Gregory M. Lein, James P. Larson","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Gregory M. Lein, James P. Larson; WATER WAS SLIGHTLY TURBID","2019-05-27 03:20:07.0",13
"455","MSB","Fish specimens","MSB:Fish:19661",31,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,"2 meters",1994,10,10,"Collector(s): Steven P. Platania, Christopher S. Altenbach, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, James P. Larson","2019-05-27 03:23:18.0",15
"512","MSB","Fish specimens","MSB:Fish:19410",13,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.905272,-106.685564,120,"World Geodetic System 1984","United States","New Mexico","Valencia County",NA,NA,"Rio Grande, at the Isleta Diversion Dam, off NM State HWY 147, Isleta Pueblo.",NA,"",1994,6,14,"Collector(s): Christopher S. Altenbach, Gregory M. Lein, Nancy M. Johnston","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Christopher S. Altenbach, Gregory M. Lein, Nancy M. Johnston","2019-05-27 03:10:36.0",6
"546","MSB","Fish specimens","MSB:Fish:19417",18,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.929699,-106.681677,NA,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at its confluence with the south diversion channel.",NA,"",1994,6,14,"Collector(s): Christopher S. Altenbach, Keith B. Gido, Nancy M. Johnston","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Christopher S. Altenbach, Keith B. Gido, Nancy M. Johnston","2019-05-27 03:10:38.0",9
"519","MSB","Fish specimens","MSB:Fish:20423",120,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,34.96486111,-106.6824167,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at US Interstate 25 bridge, south of Albuquerque.",NA,"",1994,7,25,"Collector(s): Steven P. Platania, Nancy M. Johnston, Gregory M. Lein","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Nancy M. Johnston, Gregory M. Lein","2019-05-27 03:35:59.0",15
"605","MSB","Fish specimens","MSB:Fish:20469",16,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.027111,-106.672944,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at NM State HWY 500 or Rio Bravo Boulevard Bridge, in the South Valley, an unicorporated area of Albuquerque.",NA,"",1994,7,25,"Collector(s): Steven P. Platania, Nancy M. Johnston, Gregory M. Lein","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Nancy M. Johnston, Gregory M. Lein; WATER HAD RUNS AND POOLS","2019-05-27 03:39:07.0",8
"529","MSB","Fish specimens","MSB:Fish:20455",26,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"",1994,7,25,"Collector(s): Steven P. Platania, Nancy M. Johnston, Gregory M. Lein","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Nancy M. Johnston, Gregory M. Lein; WATER HAS RUNS, RIFFLES AND POOLS","2019-05-27 03:39:07.0",13
"548","MSB","Fish specimens","MSB:Fish:19627",24,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.089293,-106.680842,90,"World Geodetic System 1984","United States","New Mexico","Bernalillo County",NA,NA,"Rio Grande, at Central Avenue or US HWY 66 bridge, Albuquerque.",NA,"1.5 meters",1994,10,8,"Collector(s): Steven P. Platania, Christopher S. Altenbach, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Christopher S. Altenbach, James P. Larson","2019-05-27 03:16:59.0",12
"408","MSB","Fish specimens","MSB:Fish:18879",13,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"",1994,1,25,"Collector(s): Steven P. Platania, Peter T. Mulvaney","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Steven P. Platania, Peter T. Mulvaney; 9 SEINE HAULS","2019-05-27 03:01:22.0",6
"409","MSB","Fish specimens","MSB:Fish:18935",13,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"",1994,5,10,"Collector(s): Steven P. Platania, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Steven P. Platania, Christopher S. Altenbach","2019-05-27 03:04:23.0",6
"410","MSB","Fish specimens","MSB:Fish:19005",28,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"",1994,6,28,"Collector(s): Steven P. Platania, Christopher S. Altenbach","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Steven P. Platania, Christopher S. Altenbach; WATER WAS RELATIVELY CLEAR.","2019-05-27 03:26:18.0",14
"411","MSB","Fish specimens","MSB:Fish:20397",21,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"",1994,8,11,"Collector(s): Steven P. Platania, Gregory M. Lein","not recorded",NA,"PreservedSpecimen","Hybognathus amarus Life History Study; verbatim collectors: Steven P. Platania, Gregory M. Lein; WATER-RUNS, RIFFLES, POOLS","2019-05-27 03:32:58.0",10
"412","MSB","Fish specimens","MSB:Fish:20536",15,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.28302778,-106.5981389,NA,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 bridge, at Rio Rancho Wastewater Treatment Plant.",NA,"",1994,7,25,"Collector(s): Steven P. Platania, Nancy M. Johnston, Gregory M. Lein","not recorded",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Nancy M. Johnston, Gregory M. Lein; WATER HAD RUNS, POOLS","2019-05-27 03:36:01.0",8
"499","MSB","Fish specimens","MSB:Fish:19322",24,"Pimephales promelas","Cyprinidae","whole organism (formalin-fixed, 70% ethanol)",NA,35.322164,-106.557448,90,"World Geodetic System 1984","United States","New Mexico","Sandoval County",NA,NA,"Rio Grande, at NM State HWY 44 bridge, Bernalillo.",NA,"",1994,2,16,"Collector(s): Steven P. Platania, Peter T. Mulvaney, James P. Larson","GeoLocate",NA,"PreservedSpecimen","Rio Grande Silvery Minnow Population Monitoring Project; verbatim collectors: Steven P. Platania, Peter T. Mulvaney, James P. Larson; WATER WAS CLEAR & COLD.","2019-05-27 03:13:46.0",12
